# Illustration of Keppler's 3rd law.
# Massless planets orbiting a stationary sun,
# initial velocities so that orbits are circular.
1, 0.0,0.0, 0.0,0.0000000000000000
0, 0.1,0.0, 0.0,3.1622776601683790
0, 0.2,0.0, 0.0,2.2360679774997900
0, 0.3,0.0, 0.0,1.8257418583505536
0, 0.4,0.0, 0.0,1.5811388300841895
0, 0.5,0.0, 0.0,1.4142135623730950
0, 0.6,0.0, 0.0,1.2909944487358056
0, 0.7,0.0, 0.0,1.1952286093343936
0, 0.8,0.0, 0.0,1.1180339887498950
0, 0.9,0.0, 0.0,1.0540925533894598
0, 1.0,0.0, 0.0,1.0000000000000000
0, 1.1,0.0, 0.0,0.9534625892455925
0, 1.2,0.0, 0.0,0.9128709291752769
0, 1.3,0.0, 0.0,0.8770580193070292
0, 1.4,0.0, 0.0,0.8451542547285166
0, 1.5,0.0, 0.0,0.8164965809277259
0, 1.6,0.0, 0.0,0.7905694150420948
0, 1.7,0.0, 0.0,0.7669649888473703
0, 1.8,0.0, 0.0,0.7453559924999298
0, 1.9,0.0, 0.0,0.7254762501100116
